Year,Term,Course_ID,Course_Name,Course_Description
2018,Fall,IE 412,OR Models for Mfg Systems,"Industrial Engineering. Operations research techniques applied to problems in manufacturing and distribution. Single and multi-stage lot sizing problems, scheduling and sequencing problems, and performance evaluation of manufacturing systems. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Industrial Engineering 310."
2018,Fall,IE 430,Economic Found of Quality Syst,"Industrial Engineering. Total quality systems for planning, developing, and manufacturing world-class products. Economic foundations of total quality. Product value, cost, pricing, environmental quality, activity-based costing, design for assembly, organization structure, lead time, innovation, Taguchi methods, simulation-based significance testing, Strategic Quality Deployment, statistical process control, and conjoint analysis. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Industrial Engineering 300."
2018,Fall,IE 497,Independent Study,Industrial Engineering. Independent study of advanced problems related to industrial engineering. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated. Prerequisite: Consent of instructor.
2018,Fall,IE 498,Special Topics,Industrial Engineering. Subject offerings of new and developing areas of knowledge in industrial engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in the same or separate terms if topics vary to a maximum of 9 hours.
2018,Fall,IE 512,Network Analysis of Systems,"Industrial Engineering. Basic concepts, theories, and techniques of systems analysis, including modeling of large scale systems, forecasting, planning, control, and information handling; modeling of systems with network techniques, including distance, flow, and project networks; advanced network topics such as out-of-kilter algorithm and project resource analysis. Prerequisite: Industrial Engineering 361 or Construction Engineering 201."
2018,Fall,IE 513,Optimal System Design,"Industrial Engineering. This course is designed to address the fundamental mathematical theories for complex engineering system (product) design optimization in multidisciplinary environment. The course starts with the basics of nonlinear programming (continuous optimization), then expands to the area of multidisciplinary design optimization (MDO) in depth. Analytical Target Cascading (ATC) - a well-established hierarchical optimization method - is covered in-depth with assignments in written and programming forms. After a successful completion of the course, the students will be able to model and solve basic MDO problems and apply MDO in a research-based semester project. Prior experience in coding (in Matlab or similar) will be helpful but not required. 4 graduate hours. No professional credit. Prerequisite: Industrial Engineering 310."
2018,Fall,IE 522,Statistical Methods in Finance,"Industrial Engineering. Methods of statistical modeling of signals and systems with an emphasis on finance applications. Review of linear algebra, probability theory, and spectral analysis; Linear Time Invariant (LTI) and ARX models; least-squares, maximum-likelihood, non-parametric, and frequency-domain methods; convergence, consistency and identifiability of linear models; asymptotic distribution of parameter estimates; techniques of model validation; Principle Component Analysis (PCA) for dimension reduction; ARCH and GARCH processes and their related models; implementation, application, and case-studies of recursive identification; Monte Carlo simulation. Credit is not given for both Industrial Engineering 522 and GE 524. Prerequisite: MATH 415."
2018,Fall,IE 523,Financial Computing,"Industrial Engineering. Visual Basic (VB) types and loops, macros, arrays, and objects; C++ structures, classes, overloading, inheritance, and I/O; C++ standard libraries; financial computing case studies; illustrations of financial engineering topics using VB and illustrations of the same topics for financial markets using .NET. Prerequisite: Computer Science 225."
2018,Fall,IE 524,Optimization in Finance,"Industrial Engineering. Basic optimization models, theory and methods for financial engineering including linear, quadratic, nonlinear, dynamic integer, and stochastic programming; applications to portfolio selection, index fund tracking, asset management, arbitrage detection, option pricing and risk management; optimization software for classes of optimization problems. Projects requiring building optimization models based on financial market data and solutions using optimization solvers. Prerequisite: Finance 500 and MATH 415."
2018,Fall,IE 527,MSFE Professional Development,"Industrial Engineering. This course is required to encourage participation in professional development activities. Students will be required to be in attendance for at least 70% of the Practitioner Speaker Series in addition to other sanctioned MSFE Events. The Practitioner Speaker Series is an essential part of the MSFE curriculum. It allows firsthand interaction with Quantitative Practitioners. Exposure to insights on how the financial world is changing; regarding new products and needs, evolving data and information systems, and much more. Other events might include but are not limited to special seminars, workshops and conversation groups. 1 graduate hour. No professional credit. Approved for S/U grading only. May be repeated in separate terms up to 2 hours. Note that this course is for 1 credit hour during your first and second semester and will require a mandatory final paper. Prerequisite: Graduate MS: Financial Engineering Students only."
2018,Fall,IE 531,Algorithms for Data Analytics,"Industrial Engineering. This course will introduce the student to a set of algorithms for data analytics which include: hashing, indexes, caching; algorithms for structured datasets; streaming data modes; PageRank algorithms for market-basket models; clustering algorithms; and case studies. 4 graduate hours. No professional credit. Prerequisite: Industrial Engineering 411, Computer Science 225. Information ScienceE graduate students and students enrolled in the Master of Science in Advanced Analytics (MCAA) are eligible to take the course."
2018,Fall,IE 532,Analysis of Network Data,"Industrial Engineering. This course will focus on statistical aspects analyzing network data. It will review illustrative problems relating to aggregation of information, decision-making, and inference tasks over various graphical models and networks. 4 graduate hours. No professional credit. Prerequisite: MATH 412. Information ScienceE graduate students and students enrolled in the Master of Science in Advanced Analytics (MCAA) are eligible to take the course."
2018,Fall,IE 533,Big Graphs and Social Networks,"Industrial Engineering. This course will cover the fundamentals of graph theory and network optimization. It will focus on algorithmic challenges associated with big graphs and intertwine the Hadoop Framework for solving example problems like shortest paths, link analysis, graph association and inexact graph matching. Applications in social network analysis will include study of network types, random graph models, exact and approximate computation of centrality measure, finding high value individuals, community detection, diffusion processes and cascading models, and influence maximization. 4 graduate hours. No professional credit. Prerequisite: MATH 213, Industrial Engineering 300, Industrial Engineering 411. Information ScienceE graduate students and students enrolled in the Master of Science in Advanced Analytics (MCAA) are eligible to take the course."
2018,Fall,IE 534,Deep Learning,"Industrial Engineering. This course provides an introduction to neural networks and recent advances in deep learning. Topics include training and implementation of neural networks, convolution neural networks, recurrent neural networks (LSTM and gated recurrent), residual networks, reinforcement learning, and Q-learning with neural networks. A part of the course will especially focus on recent work in deep reinforcement learning. The course will also cover deep learning libraries (e.g., Chainer, Tensorflow) and how to train neural networks using GPUs and GPU clusters. 4 graduate hours. No professional credit. Prerequisite: Computer Science 446 or equivalent. Graduate students only."
2018,Fall,IE 590,Seminar,Industrial Engineering. This is a seminar course.Presentation and discussion of significant developments in industrial engineering. Approved for S/U grading only. May be repeated.
2018,Fall,IE 597,Independent Study,Industrial Engineering. Independent study of advanced problems related to industrial engineering. May be repeated in the same or separate terms if topics vary to a maximum of 12 hours. Prerequisite: Consent of instructor.
2018,Fall,IE 598,Special Topics,Industrial Engineering.Subject offerings of new and developing areas of knowledge in industrial engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. Approved for letter and S/U grading. May be repeated in the same or separate terms if topics vary.
2018,Fall,IE 599,Thesis Research,Industrial Engineering. Thesis research is required for all students pursing the MS (thesis) or the PhD. Each professor has their own section for the course; obtain CRN from the Graduate Programs Office. Approved for S/U grading only. May be repeated to a maximum of 16 hours for credit toward the Masters or Ph.D. degree.
2018,Fall,ME 170,Computer-Aided Design,"Mechanical Engineering. Geometry and topology of engineered components: creation of engineering models and their presentation in standard 2D blueprint form and as 3D wire-frame and shaded solids; meshed topologies for engineering analysis and tool-path generation for component manufacture; Information ScienceO and ANSI standards for coordinate dimensioning and tolerancing; geometric dimensioning and tolerancing. Use of solid-modeling software for creating associative models at the component and assembly levels with automatic blueprint creation, interference checking, and linked bill of materials. Credit is not given for both Mechanical Engineering 170 and GE 101."
2018,Fall,ME 199,Undergraduate Open Seminar,Mechanical Engineering. This is a seminar course.Course gives more introduction about Mechanical Engineering.May be repeated.
2018,Fall,ME 200,Thermodynamics,Mechanical Engineering. Classical thermodynamics through the second law; system and control-volume analyses of thermodynamic processes; irreversibility and availability; relations for ideal gas mixtures. Prerequisite: MATH 241.
2018,Fall,ME 270,Design for Manufacturability,"Mechanical Engineering. Introduction to DFM methodologies and tools; material selection (new and traditional materials); designing for primary manufacturing processes (cutting fundamentals, casting, forming, and shaping); designing with plastics (snap-fits, integral hinges, etc.); design for assembly (DFA); geometric dimensioning and tolerancing (GD&T). Same as TAM 270. Prerequisite: Mechanical Engineering 170. Mechanical Engineering and EM majors only."
2018,Fall,ME 290,Seminar,"Mechanical Engineering. This is a seminar course.Lectures by faculty and invited authorities, concerning the ethics and practices of mechanical engineering/engineering mechanics, as well as its relationship to other fields of engineering, to economics, and to society. Offered fall term only. Approved for S/U grading only."
2018,Fall,ME 297,Introductory Independent Study,Mechanical Engineering. Independent study and/or individual projects related to mechanical engineering. Approved for Letter and S/U grading. May be repeated to a maximum of 6 credit hours for letter grade; no limit for S/U grade mode. Prerequisite: Consent of Instructor.
2018,Fall,ME 310,Fundamentals of Fluid Dynamics,"Mechanical Engineering. Fundamentals of fluid mechanics with coverage of theory and applications of incompressible viscous and inviscid flows, and compressible high speed flows. Credit is not given for both Mechanical Engineering 310 and TAM 335. Prerequisite: MATH 285; credit or concurrent registration in Mechanical Engineering 300."
2018,Fall,ME 320,Heat Transfer,"Mechanical Engineering. Principles and application of heat transfer by conduction, convection, and thermal radiation. Prerequisite: Mechanical Engineering 310 or TAM 335."
2018,Fall,ME 330,Engineering Materials,"Mechanical Engineering. Structures of polymers, metals, and ceramics as the basis for their mechanical behavior. Manipulation of structure through such processes as heat treatment and solidification. Mechanisms of material failure in service (yielding, fracture, fatigue, creep, corrosion, and wear) and simple design techniques to avoid these failures. Strategies for materials selection in design. Credit is not given for both Mechanical Engineering 330 and either Construction Engineering 300 or Material Science Engineering 280. Prerequisite: CHEM 102 and TAM 251."
2018,Fall,ME 340,Dynamics of Mechanical Systems,Mechanical Engineering. Dynamic modeling of mechanical components and systems; time-domain and frequency-domain analyses of linear time-invariant systems; multi-degree-of-freedom systems; linearization of nonlinear systems. Credit is not given for both Mechanical Engineering 340 and either GE 320 or Aerospace Engineering 353. Prerequisite: MATH 285 and TAM 212; credit or concurrent registration in Electronics Communication Engineering 205 and MATH 415.
2018,Fall,ME 360,Signal Processing,"Mechanical Engineering. Basic electromechanical techniques used in modern instrumentation and control systems. Use of transducers and actuators. Signal conditioning, grounding, and shielding. Analog and digital signal processing and feedback control methods with emphasis on frequency domain techniques. Frequency response of continuous and discrete systems. Credit is not given for both Mechanical Engineering 360 and ABE 425. Prerequisite: Mechanical Engineering 340."
2018,Fall,ME 370,Mechanical Design I,"Mechanical Engineering. Kinematics and dynamics of machinery, including analytical kinematics, force analysis, cam design and balancing. Application of elementary mechanics of solids to analyze and size machine components for stress and deflection. Finite-element analysis with emphasis on beam and plate models. Prerequisite: Mechanical Engineering 170, TAM 212, and TAM 251."
2018,Fall,ME 371,Mechanical Design II,"Mechanical Engineering. Design and analysis of machinery for load-bearing and power transmission. Consideration of material failure modes, including yielding, fracture, fatigue, and creep. Design and selection of machine elements: bolts, springs, rolling-element bearings, fluid-film lubrication, and power transmissions, including gears and friction drives. Prerequisite: Mechanical Engineering 330 and Mechanical Engineering 370."
2018,Fall,ME 401,Refrigeration and Cryogenics,"Mechanical Engineering. Theory of operation and design of equipment for production of low temperatures, from below ambient to near absolute zero; industrial, consumer, aerospace, medical, and research applications. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Mechanical Engineering 300, Mechanical Engineering 310, and Mechanical Engineering 320."
2018,Fall,ME 403,Internal Combustion Engines,"Mechanical Engineering. Theory and analysis of reciprocating internal-combustion engines; fuels, carburetion, combustion, exhaust emissions, detonation, fuel injection, and factors affecting performance; laboratory work on variables that affect performance. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Credit or concurrent registration in Mechanical Engineering 400 or ABE 466."
2018,Fall,ME 410,Intermediate Gas Dynamics,"Mechanical Engineering. Solution of internal compressible-flow problems by one-dimensional techniques, both steady and unsteady; flows with smooth and abrupt area change, with friction, with heat addition, and with mass addition; flows with weak and strong waves, multiple confined streams, and shock waves. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Mechanical Engineering 300 and Mechanical Engineering 310; or one of Aerospace Engineering 311, TAM 335."
2018,Fall,ME 411,Viscous Flow & Heat Transfer,"Mechanical Engineering. Momentum and thermal transport in wall boundary-layer and free shear flows, solutions to the Navier-Stokes equations for heat conducting laminar and turbulent shear flows; similarity concepts; thermal boundary layers in ducts and high-speed aerodynamic boundary layers. Same as Aerospace Engineering 412. 4 undergraduate hours. 4 graduate hours. Prerequisite: Aerospace Engineering 311 or Mechanical Engineering 310."
2018,Fall,ME 420,Intermediate Heat Transfer,"Mechanical Engineering. Conduction heat transfer, radiation heat transfer, mass transfer, phase change, heat exchangers; numerical methods. 4 undergraduate hours. 4 graduate hours. Prerequisite: Mechanical Engineering 310 and Mechanical Engineering 320."
2018,Fall,ME 430,Failure of Engrg Materials,"Mechanical Engineering. Material anisotropy and elasto-plastic properties at the crystal level; microstructural basis for fatigue, fracture, and creep in metals, polymers, and ceramics; failure mechanisms and toughening in composites; structure and behavior of metal-matrix composites, ceramic-matrix composites, and polymer composites. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Mechanical Engineering 330."
2018,Fall,ME 432,Fundamentals of Photovoltaics,"Mechanical Engineering. In this course, we will develop a fundamental understanding of how solar cells convert light to electricity, how solar cells are made, how solar cell performance is evaluated, and the photovoltaic technologies that are currently on the market and/or under development. Using thermodynamics, materials physics, and engineering analysis we will assess and critique the potential and drawbacks of modern photovoltaic technologies, including single- and multi- crystalline silicon, tandem cells, CdTe, CIGS, PVT, bulk heterojunctions (organic), Graetzel cells, nanostructure-based, and third generation PV. 3 undergraduate hours. 4 graduate hours. Approved for Letter and S/U grading. Prerequisite: Physics 212 and Mechanical Engineering 330 or equivalent."
2018,Fall,ME 445,Introduction to Robotics,"Mechanical Engineering. Fundamentals of robotics including rigid motions; homogeneous transformations; forward and inverse kinematics; velocity kinematics; motion planning; trajectory generation; sensing, vision; control. Same as Aerospace Engineering 482 and Electronics Communication Engineering 470. 4 undergraduate hours. 4 graduate hours. Prerequisite: One of MATH 225, MATH 286, MATH 415, MATH 418."
2018,Fall,ME 451,Computer-Aided Mfg Systems,"Mechanical Engineering. The application of computer technology and operations research to manufacturing systems. Use of microprocessors for direct numeric control of machine tools, adaptive control and optimization, and integrated manufacturing systems. Applications of industrial robots. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Mechanical Engineering 270."
2018,Fall,ME 461,Computer Cntrl of Mech Systems,"Mechanical Engineering. Microcomputer control of thermal and mechanical systems: sensors and transducers, signal transmission and conversion, and regulator actuation. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Mechanical Engineering 360 or ABE 425."
2018,Fall,ME 470,Senior Design Project,"Mechanical Engineering. Solution of a real-world design problem: development, evaluation, and recommendation of alternative solutions subject to realistic constraints that include most of the following considerations: economics, environment, sustainability, manufacturability, ethics, health and safety, society, and politics. 3 undergraduate hours. No graduate credit. Departmental approval required. Prerequisite: Concurrent enrollment in no more than two required Mechanical Engineering courses; completion of all required courses."
2018,Fall,ME 471,Finite Element Analysis,"Mechanical Engineering. The finite element method and its application to engineering problems: truss and frame structures, heat conduction, and linear elasticity; use of application software; overview of advanced topics such as structural dynamics, fluid flow, and nonlinear structural analysis. Same as Aerospace Engineering 420 and Computer ScienceE 451. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both Mechanical Engineering 471 and Construction Engineering 470. Prerequisite: Computer Science 101 and Mechanical Engineering 371 or TAM 470. Alternatively, Aerospace Engineering 370 for Aerospace Engineering students."
2018,Fall,ME 482,Musculoskel Tissue Mechanics,"Mechanical Engineering. Composition-structure-function relationships for musculoskeletal tissues, including bone, tendon, ligament, cartilage, and muscle; hierarchical structure of tissues from the macro- to nano-scales; relation of composition to mechanical properties of health and diseased tissue; experimental methods used to obtain mechanical properties. Same as Bioengineering 482. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: TAM 251."
2018,Fall,ME 485,MEMS Devices & Systems,"Mechanical Engineering. Introduction to principles, fabrication techniques, and applications of microelectromechanical systems (Mechanical EngineeringMS). In-depth analysis of sensors, actuator principles, and integrated microfabrication techniques for Mechanical EngineeringMS. Comprehensive investigation of state-of-the-art Mechanical EngineeringMS devices and systems. Same as Electronics Communication Engineering 485. 3 undergraduate hours. 3 graduate hours."
2018,Fall,ME 487,MEMS-NEMS Theory & Fabrication,"Mechanical Engineering. Physical and chemical theory, design, and hands-on fabrication of micro- and nano-electromechanical systems (Mechanical EngineeringMS and NEMS); cleanroom fabrication theory, including general cleanroom safety, lithography, additive and subtractive processes, bulk and surface micromachining, deep reactive ion etching (DRIndustrial Engineering), lithographic Galvanoformung Abformung (LIGA), packaging, scaling, actuators, and micro-nanofluids; fabrication of two take-home devices, such as piezoresistive sensors and microfluidic logic chips, that demonstrate advanced fabrication processing. 4 undergraduate hours. 4 graduate hours. Prerequisite: Physics 212."
2018,Fall,ME 496,Honors Project,Mechanical Engineering. Special project or reading course for James Scholars in engineering. 1 to 4 undergraduate hours. No graduate credit. May be repeated. Prerequisite: Consent of instructor.
2018,Fall,ME 497,Independent Study,"Mechanical Engineering. Independent study of advanced problems related to mechanical engineering. 1 to 3 undergraduate hours. No graduate credit. May be repeated in separate terms to a maximum of 6 hours, as topics vary. Prerequisite: Consent of Instructor. Students with Junior or Senior standing."
2018,Fall,ME 498,Special Topics,Mechanical Engineering. Subject offerings of new and developing areas of knowledge in mechanical engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. 0 to 4 undergraduate hours. 0 to 4 graduate hours. May be repeated in the same or separate terms if topics vary to a maximum of 9 hours.
2018,Fall,ME 504,Multiphase Systems & Processes,"Mechanical Engineering. Dynamics and thermodynamics of multiphase and multicomponent systems with special relevance to air-pollution control and energy conversion; relaxation phenomena; general motion of systems of disparate elemental masses; diffusion in gravitational and electric fields, and boundary-layer motion with mass transport; dispersion and collection of particulate matter; transport with surface reactions. Prerequisite: Mechanical Engineering 404."
2018,Fall,ME 522,Thermal Radiation,Mechanical Engineering. Fundamentals of radiant-energy transport in absorbing and nonabsorbing media; pyrometry; applications to selected problems involving combined energy-transport mechanisms. Prerequisite: Mechanical Engineering 420.
2018,Fall,ME 540,Control System Theory & Design,"Mechanical Engineering. Feedback control systems emphasizing state space techniques. Basic principles, modeling, analysis, stability, structural properties, optimization, and design to meet specifications. Same as Electronics Communication Engineering 515. Prerequisite: Electronics Communication Engineering 486."
2018,Fall,ME 562,Robust Adaptive Control,"Mechanical Engineering. Mathematical foundation for synthesis and analysis of adaptive control systems: Lyapunov stability theory; methods of direct and indirect model reference adaptive control; recent methods, such as L1 adaptive control, that enable adaptive control with desired transient and steady-stage performance specifications. Prerequisite: Any of Electronics Communication Engineering 486, Electronics Communication Engineering 515, Electronics Communication Engineering 528, GE 424, Mechanical Engineering 460."
2018,Fall,ME 586,Mechanics of MEMS,"Mechanical Engineering. Mechanics and dynamics of microelectromechanical systems (Mechanical EngineeringMS); scaling laws in electrostatics, magnetics, and fluidics; analytical models for thin-film growth and etching; effect of surface tension in small dimensions in relations to stability of Mechanical EngineeringMS during web fabrication; size effects on mechanical properties of Mechanical EngineeringMS materials; equations of motion for Mechanical EngineeringMS, involving coupled elastic and electric fields that give rise to nonlinear dynamical behavior; Mathieu behavior and chaotic systems. Prerequisite: Mechanical Engineering 485."
2018,Fall,ME 590,Seminar,Mechanical Engineering. This is a seminar course.Presentation and discussion of significant developments in mechanical engineering. Approved for S/U grading only. May be repeated.
2018,Fall,ME 597,Independent Study,Mechanical Engineering. Independent study of advanced problems related to mechanical engineering. May be repeated in the same term or in separate terms if topics vary to a maximum of 12 hours. Prerequisite: Consent of instructor.
2018,Fall,ME 598,Special Topics,Mechanical Engineering. Subject offerings of new and developing areas of knowledge in mechanical engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
2018,Fall,ME 599,Thesis Research,"Mechanical Engineering. To register for Mechanical Engineering 599, you must first find a professor who is willing to be your thesis adviser. We recommend that you begin with a professor with whom youve taken an online course.Approved for S/U grading only. May be repeated."
2018,Fall,MSE 101,"b""Materials in Todays World""",Material Science Engineering. Introduction to the field of materials science. Examination and demonstration of materials and their properties in the context of their use in everyday objects. Survey of the role materials have played and will continue to play in shaping society. Intended for non-engineering majors. Technical elective credit is not given to College of Engineering majors.
2018,Fall,MSE 182,Introduction to MatSE,"Material Science Engineering. Overview of MatSE as a basis for understanding how structure, property, and processing relationships are developed and used for different types of materials. Case studies of advances in new materials and processes illustrating the role of materials in modern society. Laboratory-discussion demonstrations and experiments. Design-team analysis or synthesis of objects that use materials creatively."
2018,Fall,MSE 199,Undergraduate Open Seminar,Material Science Engineering. This is a seminar course.Course gives more introduction of Material Science Engineering.May be repeated to a maximum of 5 hours. May be repeated in the same term.
2018,Fall,MSE 201,Phases and Phase Relations,"Material Science Engineering. Understanding microstructure. Quantitative examination of phases (crystalline and non-crystalline structures) and the relationships between phases (phase diagrams). Commercial practices for producing desired microscopic phase configurations and macroscopic shapes (processing). Credit is not given for both Material Science Engineering 201 and Material Science Engineering 280. Prerequisite: Material Science Engineering 182; credit or concurrent enrollment in CHEM 104, MATH 231 and Physics 211."
2018,Fall,MSE 206,Mechanics for MatSE,"Material Science Engineering. Statics, mechanics of materials, and fluid mechanics concepts pertinent to the fields of materials science and engineering: force resultants; stresses and strains produced in elastic bodies; microscopic effects of different loading states (tension, compression, torsion, and bending) on deformable bodies; beam stresses and deflections; three-dimensional stresses and strains; stress and strain-rate relationships for Newtonian and non-Newtonian fluids; conservation equations (control volume analysis) for fluid flow; Reynolds number; slow inertial and turbulent flows. Credit is not given for both Material Science Engineering 206 and either TAM 251 or TAM 335. Prerequisite: MATH 225, MATH 241 and Physics 211; credit or concurrent enrollment in Computer Science 101 and Material Science Engineering 201."
2018,Fall,MSE 280,Engineering Materials,"Material Science Engineering. Materials science and engineering of ceramics, electronic materials, metals and polymers. Bonding; crystallography; imperfections; processing and properties of semiconductors, polymers, metals, ceramics and composites; phase diagrams. Case studies. Credit is not given for both Material Science Engineering 280 and any of Construction Engineering 300, Mechanical Engineering 330, Material Science Engineering 201. Prerequisite: CHEM 102 and Physics 211."
2018,Fall,MSE 307,Materials Laboratory I,Material Science Engineering. Experiments using optical and scanning electron microscopy and various thermal and thermodynamic measuring techniques. Familiarization with laboratory test instruments. Material Science Engineering 307 and Material Science Engineering 308 are approved for General Education credit only as a sequence. Both courses must be completed to receive Advanced Composition credit. Prerequisite: Credit or concurrent registration in Material Science Engineering 401 and either Material Science Engineering 201 or Material Science Engineering 280.
2018,Fall,MSE 396,Introduction to Research,"Material Science Engineering. Fundamental tenets of research including an introduction to laboratory safety, constructing a hypothesis, and the design of experiments to test the hypothesis. Basics of mathematical modeling and statistical analysis of data, including the analysis of research data. Emphasis on exposure to the basic procedures comprising engineering communication and the importance of verbal and written communication. Approved for Letter and S/U grading. May be repeated in separate terms."
2018,Fall,MSE 397,Independent Study,Material Science Engineering. Individual study of any topic in materials science and engineering selected by the student and conducted under the supervision of a member of the faculty. May be repeated to a maximum of 4 hours. Prerequisite: Consent of instructor.
2018,Fall,MSE 401,Thermodynamics of Materials,"Material Science Engineering. Basic thermodynamic principles including energy, entropy, and free energy; macroscopic properties of hard and soft materials systems, such as equilibrium states, phases, and phase transitions. Application of phase diagrams. Statistical interpretation of thermodynamics on the atomistic level. 3 undergraduate hours. 3 graduate hours. Credit is not given for both Material Science Engineering 401 and CHEM 444 or Physics 427. Prerequisite: Material Science Engineering 201 or Material Science Engineering 280; credit or concurrent registration in MATH 285."
2018,Fall,MSE 403,Synthesis of Materials,"Material Science Engineering. Fundamentals of the synthesis of materials. Principles of synthesis; processes, approaches, synthetic methodology and probes; methodologies in materials synthesis; polymerization, sol-gel processes, liquid and vapor phase synthesis, materials coupling reactions, and precursor-derived, radiation-induced and asymmetric synthesis. 3 undergraduate hours. 3 graduate hours. Prerequisite: Material Science Engineering 201; credit or concurrent registration in Material Science Engineering 401."
2018,Fall,MSE 404,Laboratory Studies in Materials Science and Engineering,Material Science Engineering. Experiments include direct hands-on investigations or are performed through computational approaches. Laboratory experiences include both fundamental studies as well as investigations on more applied topics. 1.5 undergraduate hours. 1.5 graduate hours. May be repeated if topics vary. Prerequisite: Material Science Engineering 307 and Material Science Engineering 308 or permission of instructor. Senior standing.
2018,Fall,MSE 406,Thermal-Mech Behavior of Matls,"Material Science Engineering. Fundamentals of elastic, viscoelastic and plastic deformation of materials, elementary theory of statics and dynamics of dislocations; strengthening mechanisms; behavior of composites; fracture and fatigue behavior; fundamentals of thermal behavior: heat capacity, thermal expansion and conductivity; effects of thermal stress. 3 undergraduate hours. 3 graduate hours. Credit is not given for both Material Science Engineering 406 and either Mechanical Engineering 430 or TAM 424. Prerequisite: Material Science Engineering 206; credit or concurrent registration in Material Science Engineering 401."
2018,Fall,MSE 440,Mechanical Behavior of Metals,"Material Science Engineering. Mechanical behavior of solids: crystal plasticity, dislocations, point defects and grain boundaries, creep and fatigue behavior, and fracture. 3 undergraduate hours. 3 graduate hours. Prerequisite: Material Science Engineering 406."
2018,Fall,MSE 443,Design of Engineering Alloys,"Material Science Engineering. Application of science and engineering principles to the design, selection, and performance of engineering alloys. Alloy classes, design, effect of alloying elements, relation to processing variables, and structure-property relationships; design project. 3 undergraduate hours. 3 graduate hours. Prerequisite: Material Science Engineering 401 and Material Science Engineering 402."
2018,Fall,MSE 456,Mechanics of Composites,"Material Science Engineering. Behavior of composite materials and their use in engineering structures: behavior and properties of the constituent fibers and matrices, micromechanical predictions of composite properties, anisotropic elasticity, behavior of composite laminae, and classical lamination theory; fracture mechanisms, failure theories; behavior of composite plates and beams. Same as Aerospace Engineering 428 and TAM 428. 3 undergraduate hours. 3 graduate hours. Prerequisite: Aerospace Engineering 321, Construction Engineering 300, Mechanical Engineering 330, or Material Science Engineering 406."
2018,Fall,MSE 457,Polymer Chemistry,"Material Science Engineering. Methods used to make polymers including reaction mechanisms, kinetics, and analytical techniques. Emphasis on understanding how macromolecule structure, composition, and properties are controlled through a variety of synthetic approaches. Same as CHEM 480. 3 undergraduate hours. 3 or 4 graduate hours."
2018,Fall,MSE 470,Design and Use of Biomaterials,"Material Science Engineering. Characterization and use of biomaterials in medical applications. Concepts of biocompatibility in terms of structure and properties of materials and interactions between materials and proteins, cells, and tissue. Issues related to the design of biomaterials. Design of biomaterials to meet specific medical needs. 3 undergraduate hours. 3 graduate hours. Prerequisite: Credit or concurrent registration in both MCB 252 and either CHEM 232 or Material Science Engineering 403."
2018,Fall,MSE 480,Surfaces and Colloids,"Material Science Engineering. Chemistry and physics of surfaces and interfaces, with emphasis on behavior in liquid media. Surface composition; surface and interfacial forces; colloidal stability and flocculation; amphiphilic molecules. Same as CHEM 488. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Material Science Engineering 401."
2018,Fall,MSE 485,Atomic Scale Simulations,"Material Science Engineering. Application of Monte Carlo and Molecular Dynamics techniques in primarily classical simulations to understand and predict properties of microscopic systems in materials science, physics, biology, and chemistry. Numerical algorithms, connections between simulation results and real properties of materials (structural or thermodynamic), and statistical and systematic error estimation using real simulation programs. Simulation project comprised of scientific research, algorithm development, and presentation. Same as Computer ScienceE 485 and Physics 466. 3 undergraduate hours. 4 graduate hours. Prerequisite: Material Science Engineering 401; one of C, C++, or Fortran programming experience."
2018,Fall,MSE 489,Matl Select for Sustainability,"Material Science Engineering. Quantitative methods to optimize the selection of materials including traditional (minimize mass or volume, maximize performance) and sustainability (minimize energy consumption and CO2 emission during synthesis, maximize recyclability) goals. Tradeoff methods to optimize both via engineering design and materials selection for product lifetime, economic outlay and return, time dynamics and materials consumption, recycling, and disposal. Application of commercial software to optimize selections. For engineering and science majors only. 3 undergraduate hours. 4 graduate hours."
2018,Fall,MSE 492,Lab Safety Fundamentals,"Material Science Engineering. Key aspects of laboratory setups, operating procedures, and emergency preparedness measures necessary for the experimentalist. Same as CHEM 494. 1 undergraduate hour. 1 graduate hour. Approved for S/U grading only."
2018,Fall,MSE 497,Independent Study,Material Science Engineering. Individual study of any topic in materials science and engineering under the supervision of a member of the faculty. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated to a maximum of 4 hours. Prerequisite: Consent of instructor.
